0,3.746714
1,3.111736
2,3.897689
3,4.77303
4,3.015847
5,5.265863
6,7.079213
7,6.267435
8,5.030526
9,6.04256
10,5.036582
11,5.03427
12,5.741962
13,1.33672
14,3.775082
15,2.687712
16,2.237169
17,3.564247
18,4.591976
19,1.837696
20,4.715649
21,3.024224
22,3.317528
23,4.075252
24,4.955617
25,3.360923
26,2.099006
27,3.625698
28,2.649361
29,5.208306
30,2.648293
31,7.352278
32,3.236503
33,2.192289
34,4.072545
35,4.279156
36,5.708864
37,1.29033
38,4.171814
39,3.446861
40,6.238467
41,3.421368
42,3.134352
43,5.198896
44,1.771478
45,4.780156
46,5.039361
47,4.307122
48,3.593618
49,1.48696
50,5.824084
51,2.864918
52,2.573078
53,3.861676
54,4.281
55,4.18128
56,2.410782
57,2.940788
58,3.581263
59,4.225545
60,5.020826
61,3.064341
62,2.143665
63,4.303793
64,6.312526
65,4.60624
66,3.17799
67,4.253533
68,5.861636
69,2.60488
70,5.861396
71,7.038037
72,5.464174
73,4.814644
74,0.630255
75,4.071903
76,3.337047
77,2.950993
78,3.341761
79,1.262431
80,3.030328
81,3.607113
82,4.727894
83,2.73173
84,2.441506
85,2.748243
86,6.415402
87,3.578751
88,2.72024
89,3.763267
90,3.347078
91,4.218645
92,4.797947
93,2.922338
94,2.857892
95,1.786485
96,5.79612
97,3.511055
98,3.255113
99,3.015413
100,1.834629
101,2.829355
102,5.157285
103,2.447723
104,5.338714
105,3.654051
106,7.386186
107,3.424578
108,3.50755
109,3.175554
110,1.331229
111,3.223486
112,5.56023
113,5.713242
114,5.307639
115,3.551547
116,3.215288
117,4.331322
118,6.642823
119,4.001933
120,4.041032
121,2.340613
122,4.652794
123,1.848149
124,6.086857
125,5.440456
126,4.509464
127,2.683702
128,3.349651
129,2.746524
130,1.699337
131,3.318563
132,4.437696
133,3.723592
134,2.330576
135,4.799934
136,4.716747
137,2.927938
138,4.063517
139,2.019136
140,3.47746
141,4.557143
142,1.642517
143,5.684634
144,3.509883
145,4.031823
146,2.013049
147,1.929543
148,3.771942
149,3.546985
150,3.500493
151,5.846448
152,2.569975
153,3.482254
154,5.793072
155,2.535649
156,5.115775
157,3.723833
158,2.058697
159,3.906554
160,4.525318
161,4.037085
162,4.408596
163,4.679318
164,4.213376
165,3.662781
166,4.07206
167,5.146793
168,3.004612
169,2.496264
170,2.360486
171,2.43419
172,5.422898
173,3.591152
174,5.776691
175,6.327183
176,3.263002
177,4.703534
178,2.985343
179,5.970169
180,3.875667
181,2.392842
182,4.429108
183,3.732472
184,5.276537
185,3.964
186,5.973238
187,3.177171
188,4.653206
189,1.735153
190,2.803485
191,4.106399
192,5.714094
193,2.004261
194,5.673181
195,3.635317
196,4.616143
197,5.653725
198,5.558209
199,2.10703
200,3.607787
201,6.060785
202,4.333051
203,4.303802
204,1.872331
205,2.312175
206,3.765035
207,3.763786
208,6.015048
209,9.352731
210,3.820891
211,4.385566
212,4.204002
213,6.151391
214,2.934731
215,4.008969
216,4.727175
217,5.263181
218,2.764636
219,3.331874
220,7.814659
221,3.632735
222,6.18626
223,1.637284
224,5.028068
225,6.588951
226,3.31428
227,4.422255
228,2.534696
229,6.179598
230,4.769633
231,5.716459
232,3.295572
233,2.5984
234,5.393944
235,3.883919
236,1.224857
237,5.686454
238,4.838214
239,4.102433
240,4.707479
241,5.385264
242,6.004987
243,6.365755
244,4.299704
245,2.915499
246,2.775055
247,2.596671
248,5.015454
249,3.654982
250,4.239116
251,4.167862
252,5.372156
253,6.532465
254,1.73063
255,2.765766
256,4.516911
257,2.542331
258,5.943819
259,4.024634
260,2.32307
261,5.440475
262,0.008733
263,2.225612
264,2.997432
265,2.002217
266,4.882411
267,4.069859
268,5.059956
269,3.380741
270,4.691273
271,4.064138
272,6.663164
273,3.260233
274,2.268491
275,3.712103
276,5.69906
277,4.899783
278,5.569802
279,2.864686
280,5.613517
281,3.912131
282,7.086017
283,2.012185
284,5.383033
285,1.297912
286,5.348215
287,6.088317
288,5.780992
289,2.6273
290,3.041878
291,2.756999
292,2.660635
293,4.099602
294,5.857015
295,2.55709
296,4.1496
297,3.5573
298,4.062862
299,6.129629
300,4.671005
301,2.689819
302,6.247294
303,3.86037
304,5.479098
305,3.367327
306,6.777665
307,2.658429
308,3.797097
309,5.297807
310,3.032319
311,4.348777
312,4.075416
313,4.06351
314,4.555479
315,5.521004
316,6.181953
317,5.189733
318,3.574166
319,5.369857
320,3.346996
321,3.845157
322,2.431779
323,5.342387
324,4.493983
325,4.285811
326,4.408111
327,4.041663
328,3.87412
329,3.878346
330,5.487753
331,2.352746
332,3.325805
333,2.572838
334,6.47512
335,3.102943
336,2.424503
337,5.178614
338,3.662931
339,4.936275
340,2.42778
341,3.493687
342,5.744967
343,2.743057
344,2.778962
345,3.48205
346,1.801916
347,1.842536
348,2.531556
349,3.036553
350,5.810908
351,4.725356
352,6.35766
353,3.090061
354,3.230984
355,4.497471
356,3.231487
357,2.961341
358,5.822719
359,2.422769
360,3.769347
361,7.032739
362,3.14124
363,5.901712
364,3.940144
365,2.84878
366,3.474092
367,3.262592
368,3.347676
369,2.47699
370,3.27451
371,3.747998
372,6.951144
373,4.209271
374,7.653182
375,4.732652
376,6.372321
377,3.433342
378,5.439803
379,2.441702
380,4.660278
381,2.650607
382,1.126104
383,2.724245
384,2.490867
385,3.400394
386,3.591756
387,5.126171
388,6.450424
389,4.923096
390,2.351585
391,5.991919
392,1.929767
393,5.081459
394,4.42944
395,2.780824
396,1.536865
397,4.603872
398,3.13546
399,4.487816
400,1.655572
401,2.650625
402,3.255244
403,3.296981
404,2.799935
405,3.87285
406,2.18238
407,3.107621
408,5.620296
409,6.014439
410,3.961615
411,4.375358
412,3.965886
413,6.777677
414,5.832314
415,4.751513
416,4.801152
417,3.365675
418,4.429297
419,3.317518
420,7.560748
421,5.005341
422,3.001036
423,6.471571
424,3.895376
425,4.618632
426,2.285077
427,3.936051
428,4.308424
429,3.741261
430,2.066741
431,3.460768
432,2.980593
433,3.967542
434,4.752357
435,3.324095
436,7.128616
437,4.119899
438,3.796618
439,5.444452
440,3.634065
441,3.217305
442,3.432558
443,3.16088
444,1.94553
445,3.919673
446,3.616598
447,4.56012
448,2.736133
449,2.190786
450,3.187321
451,6.455142
452,2.264274
453,6.004047
454,4.969742
455,2.457127
456,3.14297
457,2.214758
458,4.946351
459,2.052122
460,7.464725
461,5.535264
462,2.550274
463,3.46398
464,3.137672
465,3.02903
466,3.864167
467,4.007508
468,4.969499
469,2.674182
470,2.974948
471,3.198079
472,1.734809
473,4.616874
474,7.144968
475,5.250964
476,3.826557
477,5.81125
478,6.328881
479,4.369575
480,3.122082
481,2.29446
482,1.643554
483,3.453464
484,2.493649
485,1.827746
486,4.853427
487,2.168452
488,4.937142
489,4.13164
490,3.242027
491,4.729944
492,3.327368
493,2.388716
494,4.773124
495,3.78891
496,2.212754
497,3.059661
498,4.624382
499,1.8672
